"review_month","review_id","business_id","user_id","review_stars","satisfied","review_date","review_length","useful","funny","cool","business_name","city","state","latitude","longitude","business_review_count","is_open","categories","business_price","has_parking","takes_reservations","outdoor_seating","has_tv","user_review_count","user_average_stars","user_fans","user_is_elite","review_day_of_week","weekend","is_holiday","consumer_sentiment"
"2015-07","5FhhkA9eYxrmW4ZH2BY20w","l1WzqHQhNznoJ8zdadaRGw","A-hXNKf-b0RNYe3pvb3G-Q",1,0,2015-07-28,103,0,1,0,"Italian Express","Tampa","FL",27.952294,-82.380961,10,"True","Pizza, Restaurants","2",0,0,0,1,8,3.56,0,0,2,0,0,93.1
"2015-08","Nk2dBaP7blmW1HM9Om8C9Q","j3rAeZ9rnUwEDEQJQ7OWDQ","t77ipUGrgP4iicDEQcwBVQ",4,1,2015-08-02,343,0,0,0,"Aladdin Cafe","Isla Vista","CA",34.4122519,-119.8552878,151,"False","Arabic, Food, Sandwiches, Bars, Restaurants, Breakfast & Brunch, Hookah Bars, Greek, Salad, Nightlife, Middle Eastern, Mediterranean","2",1,1,1,1,32,4.09,1,0,0,1,0,91.9
"2015-08","MeddYrgWU0EQRBJ_Hj5A4w","575inWPYxLk4YzwWqRhexw","77UK5depXcK3pvWvbHxoEA",5,1,2015-08-31,829,1,0,0,"Genghis Grill","Brandon","FL",27.9248253,-82.317527,207,"True","Mongolian, Chinese, Food, Restaurants, Asian Fusion, Vegan, Vegetarian","2",1,0,0,1,118,4.5,16,1,1,0,0,91.9
"2015-08","v8RMIkKTU-XZGlsz_hDaGg","K4ogLNLcwYNnwulNW8ikSg","IFGuuDZxzL5CflAVAtiO5w",4,1,2015-08-31,445,0,0,0,"E & E Stakeout Grill","Belleair Bluffs","FL",27.9179601,-82.8171014,298,"True","Restaurants, Nightlife, American (Traditional), American (New), Salad, Steakhouses, Cocktail Bars, Bars","2",1,1,1,1,63,3.05,2,0,1,0,0,91.9
"2015-08","JmRc75jnF4DzWMr9DWPeDA","YcvXLSlXX2lQQK1vW5U2gA","1O26MW0z0jIIDk6hmHOLLg",3,0,2015-08-24,127,0,0,0,"Codys Original Roadhouse","Wesley Chapel","FL",28.2384950062,-82.3627481365,83,"False","Desserts, American (Traditional), American (New), Restaurants, Food","2",1,1,0,1,10,3.64,0,0,1,0,0,91.9
"2015-08","F5g8WHx6HOJq6_HGamh4Eg","6YVzV8cIn28pOPmXoQra1g","0VTo5Orw_-_xHT7zsBBHlg",4,1,2015-08-17,201,0,0,0,"The Pour House - Exton","Exton","PA",40.02981848,-75.63039501,323,"True","Burgers, Pubs, American (Traditional), Gastropubs, Brewpubs, Beer Bar, Nightlife, Restaurants, Food, Breakfast & Brunch, Bars, Breweries","2",1,0,1,1,145,2.52,0,0,1,0,0,91.9
"2015-08","JLA2n5XH7Yqk2YKZnZZfRA","953cL2plLpQtabKer3r9aQ","smVOY1S9ZlIeP3ck8CSKdQ",1,0,2015-08-18,1075,4,0,0,"Catch 202","Wilmington","DE",39.8188660597,-75.5475178733,59,"False","Italian, Seafood, American (Traditional), Restaurants","2",1,0,0,1,68,3.57,1,0,2,0,0,91.9
"2015-08","B9ZsTHH3Ot8zLRGwk0cepw","rAMlyZQe5eFrdLRVQfY4ZQ","Ha5LhxjLITC3U8GILEtaFg",2,0,2015-08-31,289,1,1,0,"Buffa's Bar & Restaurant","New Orleans","LA",29.9655244,-90.062575102,444,"True","American (Traditional), Lounges, Bars, Burgers, Restaurants, Nightlife","2",1,0,1,1,7,2,0,0,1,0,0,91.9
"2015-08","ftp7nvGvmYRSSoofZ1XBnQ","Vb98dMStLORraUGgabGcyQ","0B16UFw1UXQx0qw2OdJefg",3,0,2015-08-09,462,0,0,0,"Zeeno's Pizza","Penndel","PA",40.159856,-74.912054,32,"True","Pizza, Restaurants","2",0,0,0,1,65,3.42,0,0,0,1,0,91.9
"2015-08","tGMkjqVUtYZ7Qe17McHfzA","hnSAuhhKvMjaUF2bPdYqxQ","4N5xjTo5E3IlRqRdtxRk9g",4,1,2015-08-28,583,1,0,0,"Clanks Pizza Bar","Marcus Hook","PA",39.8151304247,-75.4137390107,23,"False","Sandwiches, Restaurants, Chicken Wings, Pizza","1",0,1,0,1,20,3.75,0,0,5,0,0,91.9
"2015-08","qph-BmlcnGTG4btQE70_tg","SnRYAUijeWNxfi8IMNGT0A","2fCOgl59ocXveNy4dlFJZA",4,1,2015-08-10,250,0,0,0,"Cicero's","Saint Louis","MO",38.6563048,-90.308307,213,"False","Italian, Restaurants, American (Traditional), Music Venues, Nightlife, Pizza, Arts & Entertainment, Bars","2",1,1,1,1,12,4.08,0,0,1,0,0,91.9
"2015-08","BF-09ncmc105DndzG2YhXw","9ugpNKKhnYRa51qXoxUw_A","zMgIbAPEdrCCbylp64tfLQ",5,1,2015-08-02,160,0,1,0,"Lilly's Tacos","Santa Barbara","CA",34.414316,-119.694449,1219,"True","Mexican, Restaurants","1",1,0,0,1,16,3.81,0,0,0,1,0,91.9
"2015-08","Bevou5Zj8U_QZwsH_Bd3KA","8yR12PNSMo6FBYx1u5KPlw","_EbR9SmwM4BvP6Isg8Ocgg",5,1,2015-08-13,539,0,0,0,"Bru Burger Bar - Indianapolis","Indianapolis","IN",39.7733071672,-86.1520911055,1608,"True","Restaurants, Gluten-Free, Bars, Food, Nightlife, Sandwiches, Burgers","2",1,0,1,1,12,3.33,0,0,4,0,0,91.9
"2015-08","87npPk8vcVwp78pO8PAwNA","DTxB12bQaZ1m-nLeXWX2rw","vAWyDjpxsMiNokRxo5fftw",5,1,2015-08-02,188,0,0,0,"Shapiro's Delicatessen","Indianapolis","IN",39.756312,-86.159469,709,"True","Delis, Food, Restaurants, Sandwiches, Desserts, Soup","2",1,0,0,1,2,4,0,0,0,1,0,91.9
"2015-08","r9d3a6cmMGUBPP2_t2P_7w","H26zRyQkXXYzUZUOtppFcA","IkAJ5EsGm-lIiZrbuZ__Ng",5,1,2015-08-09,118,0,0,0,"Green Lemon","Tampa","FL",27.9346234824,-82.4831569976,1166,"True","Food, Tapas Bars, Gluten-Free, Tacos, Restaurants, Latin American, Tapas/Small Plates, Breakfast & Brunch, Bars, Mexican, Event Planning & Services, Caterers, Nightlife","2",1,0,0,1,1,5,0,0,0,1,0,91.9
"2015-08","ZOPSobBcbSB_uRpWeK3XRQ","yPSejq3_erxo9zdVYTBnZA","6XCcYzzmVt7PDooQ8aWlTw",5,1,2015-08-02,302,0,0,0,"Los Agaves","Santa Barbara","CA",34.4274939,-119.686624,3834,"True","Mexican, Restaurants","2",1,0,1,1,18,3.61,0,0,0,1,0,91.9
"2015-08","fyEpMZQC8-pw7qkfAjvjNA","YUUtttv6Ak-Vnwtvq9myrw","yN7BaKH4sMOj2JOBYELa4Q",5,1,2015-08-18,138,0,0,0,"Major Restaurant East African Authentic Food","Indianapolis","IN",39.7505518,-86.2606565,240,"True","Restaurants, Vegan, Ethiopian, Vegetarian","2",1,1,0,1,14,4.43,0,0,2,0,0,91.9
"2015-08","JpdwmAbyUFF0XHLXBPqT2g","z-9_8ot2TnKL9DX4k3MYMQ","KvtxNEIMPZ64Zc6CVtv30A",2,0,2015-08-17,200,0,0,0,"Palazzio","Santa Barbara","CA",34.422294,-119.702545,345,"False","Restaurants, Pizza, Italian","2",1,1,1,1,50,2.96,1,0,1,0,0,91.9
"2015-08","65h4PB2O2umBQ_lAJIlJaQ","oOtpCuVGoUIgrr31tN-8vg","lDrICiPlc7YbDN2aYqsIvQ",4,1,2015-08-11,160,1,0,0,"What a Crock Meals","Brookhaven","PA",39.8738493,-75.3905917,49,"True","American (Traditional), Food Delivery Services, Specialty Food, Cajun/Creole, Italian, Comfort Food, Food, Restaurants","2",1,0,0,0,2,4.5,0,0,2,0,0,91.9
"2015-08","Nx4i3MbV-hEmmWVVqVGIXA","BWITd9JUXP3gSi1z3Y-z8g","0632IU4j4dAwLqCOQqfCGg",4,1,2015-08-30,383,0,0,0,"In Riva","Philadelphia","PA",40.0078746,-75.1924072,729,"False","Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants","2",1,1,1,1,39,3.7,0,0,0,1,0,91.9
"2015-08","jNuvyjeiFyTPMLqvOYCNjQ","03eK3cN3PoumXIRs06nZnw","FewbnUSAQ2ca1ydrU31ShQ",2,0,2015-08-20,402,1,0,0,"Pizza Baron - Reno","Reno","NV",39.5263869,-119.8291717,152,"True","Salad, Restaurants, Pizza, Chicken Wings","2",1,0,0,1,148,3.48,5,1,4,0,0,91.9
"2015-08","pILaHluxy5AsqEGS5jQIPA","Zg83olSjsdXAhE5EEy5IcQ","pprjZVuWqb8-mxJjCAm-tA",5,1,2015-08-01,74,0,0,0,"Oregano's","Tucson","AZ",32.3231573,-110.973652,385,"True","Restaurants, Italian, Pizza","2",1,0,0,1,10,5,0,0,6,1,0,91.9
"2015-08","4iW6N4ngzjHyh7UkidqnJg","5U6M5mdJ4CMUefBpsIrcSw","HO09q_GHZH5ueMTgpZyJlQ",1,0,2015-08-14,857,0,0,0,"Sentinel Peak Brewing Company","Tucson","AZ",32.249418,-110.891184,304,"False","Food, American (New), American (Traditional), Restaurants, Beer, Wine & Spirits, Nightlife, Local Flavor, Pubs, Breweries, Brewpubs, Bars","2",1,1,0,1,21,2.05,1,0,5,0,0,91.9
"2015-08","_Os70MshMchU6Ey7SpH1bA","mYMPepp0QIZRk_52pWzeoA","i4pVcEG9osWmpQc_7wNT6w",3,0,2015-08-30,415,2,0,0,"Seasons 52","Tampa","FL",27.9463699545,-82.5248121533,701,"True","American (Traditional), Gluten-Free, Steakhouses, Wine Bars, Breakfast & Brunch, Nightlife, Vegetarian, Bars, Restaurants, Seafood, American (New)","2",1,1,1,0,212,3.79,13,1,0,1,0,91.9
"2015-08","j4JySyAQOW9M0LOBOsQifA","jnNEkOCTFHyLB37HAzM1iQ","oeFiWvoOG0hpMOXXxblfyQ",2,0,2015-08-23,1161,12,6,8,"Hooks Sushi Bar & Thai Food","Saint Petersburg","FL",27.7837466,-82.6468773,254,"True","Chinese, Japanese, Sushi Bars, Restaurants, Thai","2",1,1,0,1,1581,3.59,331,1,0,1,0,91.9
"2015-08","tdZ0gYl7LiReG2tFzQJB1Q","jBCgQ6nZDsMCWU7eaSxOpw","BmrADj1a1vjaI7EFzH3rSw",3,0,2015-08-31,526,2,0,0,"Whaley's Blazin BBQ","Lutz","FL",28.137927,-82.4626332,58,"False","Sandwiches, Restaurants, Barbeque, Food Trucks, Food","1",1,0,0,1,8,4,0,0,1,0,0,91.9
"2015-08","IJKjt6mKplJAqjlSh0P6Sw","j8feOxyJqlIJWOi8su2qzw","ibFp6JN1oZ0-Sm9IT0jE4A",1,0,2015-08-31,1008,0,0,0,"Serial Grillers","Tucson","AZ",32.236675,-110.865028,986,"True","Cheesesteaks, Food, Salad, Restaurants, Sandwiches, Pizza, Breweries","2",1,0,0,1,1,1,0,0,1,0,0,91.9
"2015-08","6kRfokm0kyr6qNXX-8CDYA","mgPQx-d8YkaygZ2b0iRXOQ","YOLIeIYG9d3MMrFxC7mIXg",5,1,2015-08-04,88,0,0,0,"Beef 'O' Brady's","Tampa","FL",27.920159,-82.4939302,64,"True","Nightlife, Restaurants, Pubs, Bars, Sports Bars, American (Traditional), American (New)","2",1,0,0,1,4,3,0,0,2,0,0,91.9
"2015-08","fLRfVgsAeTNo8jiDOnOCSw","jXtaxB2b64nA4uy13i024A","MBr-zUCEJP4DNYtWj2r2zw",3,0,2015-08-04,287,0,0,0,"Little Fish","Philadelphia","PA",39.939989,-75.152854,529,"True","Seafood, Restaurants","3",1,1,1,1,86,3.24,0,0,2,0,0,91.9
"2015-08","YaFDURxhFm8ti91x-p_b0w","kldw3rf8_T6J2LxsetQ5UA","28czGJuEAphyc_Vw8cJN6A",1,0,2015-08-02,441,0,0,0,"Native Grill & Wings","Tucson","AZ",32.2357497851,-110.9266027808,220,"True","Sports Bars, Nightlife, American (New), Restaurants, Pizza, Chicken Wings, Bars, Burgers","2",1,1,1,1,42,2.52,1,0,0,1,0,91.9
"2015-08","mW37V7yJntsOMQxF2ac6WQ","ytynqOUb3hjKeJfRj5Tshw","5GLB61xLOP6T-pNsr7rslg",4,1,2015-08-18,401,0,0,1,"Reading Terminal Market","Philadelphia","PA",39.9533414645,-75.1588545174,5721,"True","Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion","2",1,0,0,1,341,4.31,43,1,2,0,0,91.9
"2015-08","ibIpraiiWEXfD2G-kLD6xg","HCYs4zgL7kCLdEqKRqaPbg","nKDfYCdNnE8PXhIqhWpzPA",5,1,2015-08-20,171,0,0,0,"Lona's Lil Eats","St Louis","MO",38.6101455,-90.226781,640,"True","Food, Asian Fusion, Chinese, Specialty Food, Thai, Ethnic Food, Vegetarian, Restaurants","2",1,0,0,0,16,5,0,0,4,0,0,91.9
"2015-08","-_pKGnybPJ71HIBl-0kM9w","UF372d-OfLrdXPlz4bxZJw","XGpAGq4j9dxQOborVPPEIA",5,1,2015-08-08,189,0,1,0,"Penn & Palate","Indianapolis","IN",39.7884445221,-86.1562355251,68,"False","American (New), Sandwiches, Restaurants, Vegetarian","2",1,0,1,0,232,4.77,4,0,6,1,0,91.9
"2015-08","UdiTJK7fmZFzBhJiqDNmeQ","f8d5NwkN4F2-mpx4MMDf3g","KQeQLsdPRfzyh5xABinX3w",3,0,2015-08-25,825,7,4,2,"Capogiro Gelato","Philadelphia","PA",39.929346,-75.1638674,95,"False","Coffee & Tea, Food, Restaurants, Italian, Gelato, Ice Cream & Frozen Yogurt","1",1,0,1,0,435,3.94,33,1,2,0,0,91.9
"2015-08","mFChktcMMiPvlL69H99tYg","YPTYOQO8Lg9BtHsRwYBY7g","T01hA5ipA0SfTiXNp3ag5g",4,1,2015-08-24,252,0,0,0,"Mai Lee","Saint Louis","MO",38.627621,-90.337439,966,"True","Restaurants, Chinese, Vietnamese, Vegetarian, Asian Fusion, Noodles","2",1,1,1,1,1,4,0,0,1,0,0,91.9
"2015-08","CrLLoT9y3fVL6ZrhZqINIg","hPmbL4VRqWXJAmcIGoLovg","_NfHv5wHyWkIrF0WHZakQw",4,1,2015-08-11,798,1,0,0,"Not Your Average Joe's","Ardmore","PA",40.0082878,-75.2883269,468,"True","American (New), Bars, Nightlife, Restaurants","2",1,1,1,1,15,2.47,0,0,2,0,0,91.9
"2015-08","HtQL3HksvWZmgRYTIbEa1g","r3PHwFedRML3IYzqH5tN-g","vFWJf8mvaXauR048urpIDA",5,1,2015-08-24,137,1,0,0,"Wawa Food Markets","Richboro","PA",40.208565,-75.015176,15,"False","Juice Bars & Smoothies, Breakfast & Brunch, Delis, Food, Sandwiches, Restaurants","1",1,0,0,1,43,3.22,2,0,1,0,0,91.9
"2015-08","lHMSlCB6ZNNAFbGPRsLZOw","A40oNtZBAGs82OSP6llwlQ","AnmnLjGURagnzk9PukE-ZQ",3,0,2015-08-28,728,8,0,0,"Infinitos - Phoenixville","Phoenixville","PA",40.1352483,-75.5435702,68,"True","Buffets, Pizza, Italian, Restaurants, Salad","1",0,0,0,0,409,3.82,15,1,5,0,0,91.9
"2015-08","W6wvCVSafzQrq7jZgFSAMg","Y2Pfil51rNvTd_lFHwzb_g","Vmb_1iK9OTk3w4ObHlSRGg",4,1,2015-08-18,88,0,0,0,"Cafe Beignet on Royal Street","New Orleans","LA",29.955294,-90.06707,2688,"True","Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea, Local Flavor, Sandwiches, Donuts","1",1,0,1,0,531,4.29,14,0,2,0,0,91.9
"2015-08","H_M2nBEJUq9OuHK42Wg0PQ","6zEWIsb6Lhr3BeoC3gm1lw","yRvJispiCnh2ekvCmNqLeA",4,1,2015-08-10,280,0,0,0,"Chickie's and Pete's","Philadelphia","PA",39.8774228729,-75.2405207186,787,"True","Sandwiches, American (Traditional), Seafood, Restaurants","2",0,0,0,1,77,3.93,4,0,1,0,0,91.9
"2015-08","qKjXRR8j9vGI7rn0DcNxwA","lVdF9FV6kc1BgxqTBKTPow","hV0nukW0uN3vDojEonxsRQ",5,1,2015-08-30,436,0,0,0,"Hessler's Pub & Grill","Saint Louis","MO",38.5196404,-90.3617984,42,"True","Restaurants, Bars, Caterers, Event Planning & Services, Nightlife, Pizza, American (Traditional), Pubs","2",1,0,1,1,20,4.56,0,0,0,1,0,91.9
"2015-08","I33Hlp-tmNWCBu3Gjk3Mzw","D5V0Fawd6ODVgqCY8xngsw","rvYbbg4jp_saOeaGefGa0w",5,1,2015-08-29,850,1,0,0,"Loews Philadelphia Hotel","Philadelphia","PA",39.9517461,-75.1602286,505,"True","Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Seafood","3",1,1,0,1,62,4.5,1,0,6,1,0,91.9
"2015-08","W6rFCHw8KjGAL4BJpTGmVA","ob5gqlNhg10c7y9aTyvEAQ","HHp96KPsroyYDAHOwo_VSg",2,0,2015-08-09,4309,18,15,2,"Studio Movie Grill","Upper Darby","PA",39.9599953,-75.2582059,197,"True","Lounges, American (Traditional), Cinema, Arts & Entertainment, Cocktail Bars, Restaurants, Bars, Nightlife","2",1,1,0,1,138,3.31,17,1,0,1,0,91.9
"2015-08","9jTNnfI6HFkDE5UIGkDSIw","2w2L1VAFAY89zcKtPC20jA","XzmD--OJjrKGUfnNcPr1yA",5,1,2015-08-05,364,1,0,0,"Magpie Coffee Roasters","Reno","NV",39.5083357,-119.8034089,100,"True","Coffee Roasteries, Food, Restaurants, Coffee & Tea, Cafes","1",1,0,1,0,10,4.15,0,0,3,0,0,91.9
"2015-08","q3c0VXwWIxCrZBXIHR9Y_A","zuiy8O_E20koZHmT6kJXMw","vRU7eU6fEwTz6KKmJWTYNg",5,1,2015-08-14,474,0,0,0,"Cafe Ferraro","Fairless Hills","PA",40.169739,-74.84867,35,"True","American (Traditional), Breakfast & Brunch, Restaurants","1",0,1,0,1,58,2.92,0,0,5,0,0,91.9
"2015-08","GnEgfe6thiVWPbRYPgAmFQ","ZfOS7Mz-iGseNxBhlhXm_w","ic_XLYp_Rb0B6AyvQtq0uw",4,1,2015-08-22,664,1,0,0,"Lucky Dill Deli","Palm Harbor","FL",28.0739331799,-82.7397437681,965,"True","Coffee & Tea, Restaurants, Desserts, Food, American (New), Sandwiches, Breakfast & Brunch, Delis","2",1,0,1,1,34,3.64,2,0,6,1,0,91.9
"2015-08","Y5kcC6_wR3vr0gtvhjT8Lw","tOPDno-cu5NQO56FeOBg-g","ryT_cLclebtsZE0_JYr6Vw",5,1,2015-08-05,143,0,0,0,"Triumph Brewing Company","New Hope","PA",40.3651772211,-74.9539691582,490,"True","Bars, Beer, Wine & Spirits, Food, Breweries, Nightlife, American (New), Restaurants, Pubs, Gastropubs","2",1,1,1,1,47,4.36,1,0,3,0,0,91.9
"2015-08","Sa-xe2XGRmyxVxT1k4Uklg","6vp741cxMvQMicJ3qZuLGQ","eCUDJrjlrxVssw60_VTCEg",4,1,2015-08-27,1125,0,0,0,"2nd Street Brew House","Philadelphia","PA",39.926632,-75.1493732,72,"True","Pubs, Beer, Wine & Spirits, Food, Nightlife, Bars, Restaurants, Beer Bar, American (Traditional), Sports Bars","2",1,0,1,1,10,3.7,0,0,4,0,0,91.9
"2015-08","vnSLSems3Plfud7VY8sZ_w","gzJWNwa0dILVYIK7BUFwTg","EDme-VW0ivgMMThQARlM8g",3,0,2015-08-22,337,0,1,0,"Chloe’s Corner","Philadelphia","PA",40.0234036,-75.2201705,57,"True","Food, Food Stands, Desserts, Ice Cream & Frozen Yogurt, Restaurants","1",1,0,1,0,130,3.96,1,1,6,1,0,91.9
"2015-08","KFBJiRKyBwHh8MCKnV8pfQ","H061rGK0tKh5H_T104vz1A","d8FwfuFM9SJA3kU_cIQ3aw",4,1,2015-08-12,600,1,0,1,"California Tortilla","Sicklerville","NJ",39.745307,-74.992863,76,"True","Vegetarian, Tex-Mex, Mexican, Restaurants, Event Planning & Services, Caterers","1",1,0,1,0,501,3.76,18,1,3,0,0,91.9
"2015-08","bUxatauoT7fnkfgmmDhWxg","tBYALYU80-RzhJufLqnvqg","qfIIBHJ25Ut_iCM3kn_KaA",2,0,2015-08-14,1408,0,0,0,"Tilted Kilt Pub & Eatery","Tucson","AZ",32.2186694769,-110.8758944203,90,"False","Restaurants, Beer, Wine & Spirits, Food, Nightlife, American (Traditional), Bars, Pubs","2",0,1,1,1,6,1.83,0,0,5,0,0,91.9
"2015-08","ysCXHQzL8wYqrPKfGvPCZw","vhWlxyLEWAbNOMtQ42yzFg","XxWJ_2GUUg9d5Q8g6bGBbQ",2,0,2015-08-15,545,0,0,0,"Norton's Pastrami & Deli","Santa Barbara","CA",34.4219915,-119.7038202,492,"True","Gluten-Free, American (New), Restaurants, Sandwiches, Salad, Steakhouses, Delis, American (Traditional)","2",1,0,0,0,5,3.8,0,0,6,1,0,91.9
"2015-08","8zmxw0c18wcS0A_sE47JHg","Mwo6_kET9zmL4WItyeMj9w","eDuP3TcFpEAcJJ8MlxZW4Q",1,0,2015-08-14,298,0,1,0,"Steak ’n Shake","St. Louis","MO",38.5638110063,-90.2943261751,74,"False","Fast Food, Diners, American (New), Restaurants, Burgers, Breakfast & Brunch, American (Traditional)","1",1,0,0,0,2,2,0,0,5,0,0,91.9
"2015-08","qYbcD5l_P8bZqL0YTsFZcA","Zc710cEmB6LtUcMALGNZHw","zuVT4alc7WquymXTGAb0Eg",5,1,2015-08-03,244,0,0,0,"The Silly Goose","Nashville","TN",36.1825995,-86.7354411,494,"False","American (New), Seafood, Delis, Salad, Restaurants, Vegetarian","2",1,0,0,0,162,3.55,20,1,1,0,0,91.9
"2015-08","1QM3w7_IXpIBPuQ2OuU7mA","of-GVqY0G_UDHXT9Xg_ADQ","lvTzLkeWiVPiJOh4jsrE7A",5,1,2015-08-29,142,0,0,0,"Charlie Was a Sinner","Philadelphia","PA",39.9495123,-75.1617661,1039,"True","Bars, Nightlife, Kosher, Burgers, Tapas/Small Plates, American (Traditional), Vegan, Seafood, Cocktail Bars, Restaurants, Vegetarian","2",1,1,0,0,32,4.15,0,0,6,1,0,91.9
"2015-08","xPX_lwtWD_FGcRtcPndWPw","-6JdVK-DHB4_43PEksbg1A","x-Oifm-SJleVy1b9jP4NjA",4,1,2015-08-27,273,0,0,0,"Rick's Reef","St. Pete Beach","FL",27.7373632,-82.7487705,560,"True","American (Traditional), Restaurants, Seafood, American (New), Nightlife, Burgers, Local Flavor, Wine Bars, Bars","2",1,0,1,1,8,4.75,0,0,4,0,0,91.9
"2015-08","kMJmURXrOp1B1uwXeWhbuw","2BHApamfBZ-dbM37UGOAVQ","AxIeLb9q_9DQb06MaEdBAg",5,1,2015-08-09,216,0,0,0,"Westshore Pizza","Tampa","FL",28.0673211,-82.5066206,16,"False","Restaurants, Pizza","2",0,0,0,1,1,5,0,0,0,1,0,91.9
"2015-08","qzIpJIpMmGcn71oKjH1MaQ","e1WJ1qcgF2TBkoYzopeTgQ","rQCgw5MIj9zBSnx754Mv9g",4,1,2015-08-26,161,1,0,0,"Adolfo's","New Orleans","LA",29.9638188,-90.0576629,863,"True","Restaurants, Seafood, Italian","2",1,1,1,1,58,4.57,1,0,3,0,0,91.9
"2015-08","MegJE1ugYba4QQSHRRWRKQ","RPEMUwN_CDRRToQ_7hxsvA","fqz6TBmIdWR8sQOOIyzB7g",5,1,2015-08-06,1543,0,1,0,"Borgne","New Orleans","LA",29.9493166061,-90.0764273386,554,"False","Southern, Restaurants, Seafood, American (New)","2",1,1,0,1,270,3.89,16,1,4,0,0,91.9
"2015-08","NXFdmLL4WcMBwS8xJUof_g","K4tlO5WBspgViX_jox074Q","oVHC6BQQ49GAK0f9WPihTQ",5,1,2015-08-07,405,1,0,0,"La Baguette Magique","West Chester","PA",39.9582119,-75.6070959,80,"True","Bakeries, French, Restaurants, Food, Grocery, Sandwiches","1",1,0,1,1,62,3.85,2,0,5,0,0,91.9
"2015-08","NgbmXt-1vU_zlvA1bsPhZg","yTxUljktDCBe8UHcZTyxfQ","AZyRr8nAo17aGlnPCN_3xQ",3,0,2015-08-19,431,2,0,1,"Chicago Deli","Saint Petersburg","FL",27.8851147,-82.6714869,26,"True","Restaurants, Delis","1",1,0,1,1,522,3.64,24,1,3,0,0,91.9
"2015-08","xyIM0_LgqobcS_6Hs7cmjQ","XqRjTezzO_Z7LD0jdyA7sQ","WO6L5yMX5LEeJuMNMjerRQ",3,0,2015-08-05,588,1,0,0,"Dragon of Newtown","Newtown","PA",40.228944,-74.94076,53,"True","Chinese, Restaurants, Soup, Noodles","2",1,1,0,0,881,3.69,78,1,3,0,0,91.9
"2015-08","InMaARnmNHB6kpqeWodoZg","IAgeKx3Z3_JqMjcAOCy2dQ","SUAFCKtkx8RrQ6EgJQIVrw",3,0,2015-08-24,1539,2,0,0,"Churchville Inn","Churchville","PA",40.1786532806,-75.011597048,286,"True","Music Venues, Barbeque, Nightlife, Bars, Restaurants, American (Traditional), Arts & Entertainment","2",1,1,1,1,2309,3.92,114,1,1,0,0,91.9
"2015-08","rMsinHz2Iu3LMZndBbPOMg","E7PBGs3fiZGyjcriapKcfQ","u-AL54Jrm3bf9oCUD-QZig",4,1,2015-08-12,273,0,0,0,"Capt'n Jack's Waterfront Grille","Tarpon Springs","FL",28.158699,-82.757422,286,"True","Seafood, Nightlife, Restaurants, American (Traditional), Bars, Sports Bars","2",1,0,1,1,10,4,0,0,3,0,0,91.9
"2015-08","6MC8TcN3ZSG5E_BOWKOIHA","4RNZxB_UfRY6xmCHGwd18Q","6WeveAIauHEXgucfhRlSdQ",5,1,2015-08-25,277,1,0,0,"La Villa Mexican Grill","Valrico","FL",27.877129,-82.2227644,199,"True","Mexican, Restaurants","2",0,0,1,1,30,4.97,0,0,2,0,0,91.9
"2015-08","Afw5Scno146DLnhOtg6cow","7yR4oQcapZBKCkRLB3Isig","qKPYTWyqKk88btDqwOsJSA",4,1,2015-08-17,224,0,0,0,"El Torito","Santa Barbara","CA",34.4131069,-119.688496,180,"False","Mexican, Restaurants, Cocktail Bars, Nightlife, Bars","2",1,1,1,1,11,3.38,1,0,1,0,0,91.9
"2015-08","gEInIUnDUOvsCKzdDM30oA","FHDuu5Mv1bEkusxEuhptZQ","4wQVzeOXTJH1SqYea7hKIg",5,1,2015-08-11,168,0,0,0,"Barracuda Deli Cafe St. Pete Beach","St Pete Beach","FL",27.7366935,-82.748189,521,"True","Caribbean, Latin American, Restaurants, Breakfast & Brunch, Sandwiches, Cuban","1",1,0,1,1,11,3.55,0,0,2,0,0,91.9
"2015-08","ncx4f9AeeiISOiIDudl8Tg","4_OXOjAUA9Q8L6VdZz692w","99aCVT7e7uMPRwK6iBQLmQ",5,1,2015-08-20,116,2,0,1,"Naan & Kabab","Reno","NV",39.498616,-119.799314,1266,"False","Greek, Persian/Iranian, Restaurants, Mediterranean, Middle Eastern, Indian","2",1,1,0,0,167,3.39,5,0,4,0,0,91.9
"2015-08","XzczM9FcElT67HCUPu48_g","y04yvFFUW3KdwBOJTn6BGA","c0kiDXM3ewN9KYsVz3nJfw",4,1,2015-08-22,296,2,0,1,"McGlinchey's Bar & Grill","Philadelphia","PA",39.9477475,-75.1661374,192,"True","Bars, Nightlife, Dive Bars, Restaurants","1",1,0,0,1,328,3.9,9,1,6,1,0,91.9
