"review_id","business_id","user_id","review_stars","satisfied","review_date","review_length","useful","funny","cool","business_name","city","state","latitude","longitude","business_review_count","is_open","categories","business_price","has_parking","takes_reservations","outdoor_seating","has_tv","user_review_count","user_average_stars","user_fans","user_is_elite","review_day_of_week","weekend"
"tLQ6KocoYM_84LuBQ1XtYA","Snx_uzHz37aYNHO77k2KAg","eL4-ysEDEijoxeBp-ASkVw","4.0",1,"2018-05-06 01:58:00",336,1,0,0,"Rancho Cantina","Hendersonville","TN","36.3030129","-86.6375892",80,True,"Arts & Entertainment, Cocktail Bars, Bars, Music Venues, Mexican, Restaurants, Nightlife",2,1,0,0,1,4,"4.5",0,0,"0",1
"lEd_1TbZOOjN0nI8JF-Ksw","gTKoJH4BWX67pVu-bRdsmw","gggpm_7qIVLm6uI6hkEQ3A","2.0",0,"2017-05-21 19:31:02",860,1,0,0,"Kobe Japanese Steakhouse - Clearwater","Clearwater","FL","28.033686","-82.737182",221,True,"Food, Sushi Bars, Asian Fusion, Steakhouses, Japanese, Restaurants",2,1,1,0,1,79,"3.26",2,0,"0",1
"1NZO39pEGk3xuJMLkkhHfw","xfSI7F7QjHqWLvUnF7Gp5Q","oWPtl2cLp-b7c83Jxs395g","4.0",1,"2012-12-21 19:24:04",284,0,0,0,"Uncle Bill's Pancake & Dinner House","Ballwin","MO","38.59228","-90.5014",199,True,"American (Traditional), Diners, Restaurants, Breakfast & Brunch, American (New)",1,1,0,0,1,167,"4.01",6,1,"5",0
"FJDjvolt7g7bSHyuIS6mxw","_0QZGrg91aaiMhh7tQyYYg","aIFRHSn2AwhqcOtYXTJwiA","4.0",1,"2018-04-22 03:44:03",604,0,0,0,"Jacksons Bistro Bar & Sushi","Tampa","FL","27.9387237","-82.4548811",1115,True,"Seafood, Japanese, Nightlife, Dance Clubs, Bars, American (New), Restaurants, Sushi Bars",2,1,1,1,1,20,"4.05",0,0,"0",1
"jNuvyjeiFyTPMLqvOYCNjQ","03eK3cN3PoumXIRs06nZnw","FewbnUSAQ2ca1ydrU31ShQ","2.0",0,"2015-08-20 06:57:33",402,1,0,0,"Pizza Baron - Reno","Reno","NV","39.5263869","-119.8291717",152,True,"Salad, Restaurants, Pizza, Chicken Wings",2,1,0,0,1,148,"3.48",5,1,"4",0
"zJdlqC90PEQNIjhiZKDHRQ","evxhNYa77dxWZabIpGQCkg","yHoodEcmuao7QYkP2deoUA","4.0",1,"2018-12-27 00:13:25",1210,3,1,2,"Haru","Reno","NV","39.4762963749","-119.7633539513",202,True,"Restaurants, Izakaya, Ramen, Japanese",2,1,0,0,1,136,"4.49",27,1,"4",0
"WkjPVjBkDM1E_qjmR2fvvQ","CJO_QesejPDb5oKhvpAjCA","m2srrVNHwe554UtCjT1JZg","3.0",0,"2019-02-17 18:45:28",735,0,0,0,"Verde Flavors Of Mexico","Carmel","IN","39.9779527567","-86.1468952414",259,True,"New Mexican Cuisine, Mexican, Bars, Wine Bars, Nightlife, Restaurants",2,1,1,1,1,7,"4.29",1,0,"0",1
"78cmrQEjz5X3jmN7GvuUQw","IR46YDkF358WDZuqZ4M2mQ","v82uBT5k0jGVYUsa1Qouig","5.0",1,"2018-09-11 22:26:04",130,0,0,1,"Dunedin Fish Market & Olde Bay Cafe","Dunedin","FL","28.0125092082","-82.7922953191",360,True,"Restaurants, Food, Seafood Markets, Seafood, Specialty Food",2,1,0,1,1,27,"3.64",0,0,"2",0
"V-acyQm25xcF6pToKcgIhQ","6x9hcZ1CJ4S9avBgPGS7-Q","ukCag7rUtkhSnOksjXUVew","5.0",1,"2015-03-05 00:58:54",1159,0,0,0,"Johnny Brenda's","Philadelphia","PA","39.9690922","-75.134266",556,True,"Seafood, Greek, Food, Music Venues, American (New), Sandwiches, Breakfast & Brunch, Beer, Wine & Spirits, Restaurants, Bars, Arts & Entertainment, Nightlife, Burgers, Gastropubs",2,1,0,1,0,3,"3.67",0,0,"4",0
"xkvfbO2T8Ntsn68FOxcQRQ","jczcj0QDuSF8L0eHgc8b8Q","6yyF6PbjtB52JukrOt3AYw","1.0",0,"2018-11-25 20:33:57",267,0,1,0,"Pho Barclay","Cherry Hill","NJ","39.9103788219","-74.9972194317",201,True,"Bubble Tea, Asian Fusion, Thai, Restaurants, Food, Juice Bars & Smoothies, Vietnamese",1,1,1,0,1,48,"2.09",0,0,"0",1
"1UVh5wHo4DVwpidZ6bxuBg","TVDe34aKHkjaEOtCqffwbw","A9FaHySypi3o7rzyRQ1X8A","5.0",1,"2019-01-28 20:30:44",443,0,0,0,"BB King's Blues Club","New Orleans","LA","29.9601224392","-90.0595560927",572,True,"Burgers, Diners, Cajun/Creole, Barbeque, Music Venues, Restaurants, American (Traditional), Nightlife, Arts & Entertainment",2,1,1,1,1,25,"3.96",3,0,"1",0
"QGSzlIr2H9oCxCcN0qpNrg","-KyQ_Bu21JNphNtxz-Jj-g","1PJ-RjMqXHeymSkLRzuIdA","4.0",1,"2013-11-12 00:11:06",330,6,3,5,"Palais De Jade","Reno","NV","39.4908877","-119.8064971067",349,True,"Restaurants, Chinese",2,1,1,0,0,1556,"3.05",82,1,"2",0
"W3aIUS6YD6q5Rtoo-b3-cQ","Nhb33fMegsDwKrN3Sxgkng","EKySBq4hnzvcvEbaeSx-ew","5.0",1,"2018-02-20 17:21:13",340,2,0,1,"Charleville Brewing Company","St. Louis","MO","38.6213717252","-90.2137754532",115,False,"Restaurants, Food, Nightlife, Bars, Gastropubs, Breweries, Sandwiches, Pubs",2,1,0,1,1,195,"4.24",10,1,"2",0
"3PdpxNKnrUTfN9ug2z4fjw","w55VlTgAoRXPnqFte3j9ew","Oo-Sim3XTQXb0oVHJJem8w","5.0",1,"2016-05-30 17:20:35",219,2,0,0,"Revolution Taco","Philadelphia","PA","39.9507589","-75.1743401",276,True,"Mexican, Tacos, Restaurants",2,1,0,1,0,369,"3.9",14,1,"1",0
"UTTqPw-LoHS3GD2ievgbhA","LmRyuir7orBNN43fyp8buQ","vvGDj5fArtz7zdr0D8jW9A","4.0",1,"2013-05-28 17:33:53",201,0,0,0,"Soulshine Pizza Factory","Nashville","TN","36.149797","-86.796315",211,False,"Pizza, Food, Arts & Entertainment, Southern, Nightlife, Music Venues, Event Planning & Services, Musicians, Jazz & Blues, Restaurants, Soul Food",2,1,0,1,1,5,"2.33",0,0,"2",0
"-dAt4THp8lTxucYrf62NBA","pDo76a2t94988yqfaMWeBQ","Oq2xHqH0VLfx31di7hVyJA","3.0",0,"2017-05-12 19:16:14",185,0,0,0,"Java Coffee & Café","Boise","ID","43.6306846","-116.2031298",85,True,"Cafes, Coffee & Tea, Food, Breakfast & Brunch, Restaurants",1,1,0,1,0,124,"4.49",0,0,"5",0
"fylNM_EgIsv3nayhBidneA","_78Lam9Jd0W6ZmnHTvdjMg","b7Lwr2MnLvqINYyLFoQ4Aw","5.0",1,"2018-04-12 11:42:47",241,0,0,0,"Armature Works","Tampa","FL","27.9612343316","-82.4637336883",1119,True,"Specialty Food, Event Planning & Services, Food, Venues & Event Spaces, Real Estate, Restaurants, Southern, Food Court, Bars, Shared Office Spaces, Nightlife, Home Services",2,1,0,1,1,8,"4.88",0,0,"4",0
"rLz4nINR_5DEIkOOWWQb8g","QmOiJpb2fSXaYlgjMtVobw","1FCn_3yzaMrDhdMmNm2XxQ","5.0",1,"2018-07-25 22:58:50",430,0,0,0,"Thai Basil","Brownsburg","IN","39.8381829","-86.382395",115,True,"Restaurants, Thai",2,1,0,0,1,7,"4.75",0,0,"3",0
"jfp0o9EzY_OoisODd9x0tQ","D8hXDsv3TG-i2dvzgY5kLQ","JPA86I8YrOAuWI6Zxhy0fw","3.0",0,"2014-08-06 02:52:02",629,2,0,0,"Snug Harbor Jazz Bistro","New Orleans","LA","29.964167","-90.057912",416,True,"Nightlife, American (New), Restaurants, Arts & Entertainment, Jazz & Blues, Music Venues",2,1,1,1,1,48,"3.02",0,0,"3",0
"UqXw00xOZYfEnadgnQwpvQ","EI2_OgANt1Mb_83cNnpPwg","TRdefJK49S_7K4IpG2dMZw","4.0",1,"2018-09-12 00:43:35",251,0,0,0,"Marra's","Philadelphia","PA","39.9279881","-75.1658701",291,True,"Italian, Restaurants",2,1,1,1,1,21,"3.03",0,0,"3",0
"HkkvpHoc3M35yF6RWfciXQ","6OwxdpajDSJi3DkMqkr2sw","iCQKx9z2lHlDlZe0hOSqFA","5.0",1,"2017-11-09 02:14:49",1537,6,0,1,"Barista Del Barrio","Tucson","AZ","32.2348699739","-110.9899757031",357,True,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Cafes",1,1,0,1,0,105,"4.52",8,1,"4",0
"IT9CDQDPfmq_cu61mPMMkg","yYG2XDKCaf5yOLgJSKMw6g","kbyxFChwMzukTasy9lRHTA","4.0",1,"2019-05-24 16:55:16",342,1,0,0,"Anthony's Italian Coffee House and Chocolate House","Philadelphia","PA","39.9386913","-75.1577712",191,True,"Italian, Ice Cream & Frozen Yogurt, Specialty Food, Restaurants, Food, Coffee & Tea, Tea Rooms, Chocolatiers & Shops",2,1,0,1,0,1036,"3.88",29,1,"5",0
"KQzplsAbnr1PEnNZzbt0PQ","3_WGRjRrnZX2b4ZVpjmL6w","7r68UBPPmKkaSy51j6jeEw","5.0",1,"2012-08-30 18:54:49",510,2,0,1,"Arnold's Country Kitchen","Nashville","TN","36.1514614","-86.779595",1076,True,"Comfort Food, Southern, Desserts, Food, Restaurants",2,1,0,1,1,315,"4.06",11,1,"4",0
"BrK5lSRzIukpOVkQZSHT8g","dHpHptXgn1gpuxr_4DrMYQ","X8XtgHQP0ZbwGryabs0aSg","4.0",1,"2018-11-08 15:10:45",475,2,1,1,"La Indita","Tucson","AZ","32.2310886511","-110.9715036",274,True,"Mexican, Restaurants, Vegetarian",2,1,1,1,1,348,"3.9",25,1,"4",0
"zKgFneK5-WQP_7dyB5-pkA","gOLcG-FlUYYlr-_MrgnEpA","mWoLFEkBrRoXBIIwUPgxPw","5.0",1,"2019-06-07 23:42:07",227,0,0,0,"Green Hills Grille","Nashville","TN","36.105084","-86.812186",227,True,"Sandwiches, Barbeque, Restaurants, Vegetarian, American (New), Salad, Bars, Seafood, Food, American (Traditional), Nightlife, Desserts",2,1,1,1,1,1,"5.0",0,0,"5",0
"Cpv6ZGc_UoXm96_NJMhIpg","85xgFRYB2QFvRNf3pCK6hg","MN6vTCeRKWU44M7xwhQc7w","5.0",1,"2014-03-18 16:32:06",2113,19,6,11,"State & Lemp","Boise","ID","43.6328266","-116.2242948",82,False,"American (New), Burgers, Restaurants",4,1,1,0,0,966,"4.08",857,1,"2",0
"eKA19YiJK2XNjXk5MWFtrQ","cUvwzWvx1rNJ2wZ8hEyNaA","0gw_npwxWnIdaKLqY6XPkg","5.0",1,"2018-08-30 14:33:05",295,0,1,0,"The Violetwood Cafe","Levittown","PA","40.1356022","-74.832174",39,True,"Breakfast & Brunch, Restaurants, Cafes, Diners",1,0,1,0,1,3,"3.67",0,0,"4",0
"Pel4r1Jniy9BNv9gy8FYdw","j_fB8BFZ5j6TStUNiUaH2w","wtr7RWU4Zv2KwwijuqueQQ","4.0",1,"2017-10-23 23:47:14",362,0,1,1,"African Cafe","Tucson","AZ","32.2275764","-110.9559923",9,False,"African, Halal, Middle Eastern, Restaurants",2,0,0,0,1,69,"3.94",9,1,"1",0
"0cQ5a1qcZjVuakBujXCYAg","gVw224_IlTrx3KHEgFBtMg","mqLtYOLQ35-knH9j8aW5jQ","4.0",1,"2019-03-18 04:56:35",419,0,0,0,"Bamboula's","New Orleans","LA","29.9629471","-90.0578962",416,True,"Restaurants, Nightlife, Arts & Entertainment, Music Venues, American (Traditional)",2,1,0,0,1,120,"3.72",1,0,"1",0
"J1MH50qi57-bWdAcMBh3IQ","-xtnwq4VBA2XFobjDGz0Ww","KUcOUEDzmYBBzLwu4aPQzw","1.0",0,"2018-12-22 14:47:06",686,0,0,0,"Red Lobster","Tucson","AZ","32.221079","-110.867993",124,True,"Seafood, American (Traditional), Restaurants",2,1,1,0,1,5,"3.6",0,0,"6",1
"a_uPcB0eCAkxp85DZ0IHuA","NGR_aVWJ-W_KHvBDrmFP1A","ln8BBDJw-YElgfXrbfz-vA","3.0",0,"2016-07-02 22:58:30",660,3,1,3,"Atlantis Toucan Charlie's Buffet & Grille","Reno","NV","39.4889497","-119.7937189",917,True,"Restaurants, Buffets",2,1,0,0,1,307,"4.18",56,1,"6",1
"udvSaUPYrN-jk9iinzDZrQ","ifMu8oaLD0_Roi7r8G4x9w","JcSa3Dw84jFnOlYGXI_Tgg","4.0",1,"2016-04-01 03:19:48",1441,3,0,2,"Lucky Fins Seafood Grill","Meridian","ID","43.6177228","-116.3556669",346,True,"Seafood, Restaurants",2,1,1,0,1,214,"4.01",35,0,"5",0
"cGx80QU6DJs7_5cBqWwGcA","bY55freuP8C_wr6y5Fid7w","npD9KeIpB7PX3OwBMxZ3EQ","5.0",1,"2014-03-16 14:49:33",2013,2,1,1,"West Tampa Sandwich Shop","Tampa","FL","27.9734198","-82.4850266",531,True,"Cuban, Sandwiches, Breakfast & Brunch, Spanish, Restaurants",1,1,0,0,1,1503,"3.65",134,1,"0",1
"DQwRAcHG7Md2vJusWVHqag","YvAlYzVkvZnWYch61sy00g","lapG86UFNC2ciBDSv8BYjg","4.0",1,"2019-01-27 03:10:37",284,0,0,0,"Rice & Curry","Maple Glen","PA","40.1780038","-75.1834708",37,True,"Thai, Asian Fusion, Restaurants, Japanese",NULL,1,1,1,0,8,"3.13",1,0,"0",1
"mcDAthlNNbXPd8Qxp8Nqew","8us8cJ-oBnLFerWcaftavQ","mr3s0jpPdK1UaKYkU7FkYQ","4.0",1,"2015-01-17 02:11:58",455,2,0,1,"The Beer Shoppe","Ardmore","PA","40.0091595","-75.2968927",63,False,"Restaurants, Beer, Wine & Spirits, Delis, Food, Hot Dogs",2,1,0,0,1,10,"4.0",0,0,"6",1
"4SR6zJPDPso5HkhMWzTD0A","xlMQBBt9wrtahdqiRDcVSg","MPgPvSjb8oQYDcb90R3-yA","5.0",1,"2016-10-18 14:26:16",1103,1,1,1,"The Stillery","Nashville","TN","36.1622491","-86.7757119",2588,True,"American (New), Restaurants, Pubs, Beer, Wine & Spirits, Pizza, Nightlife, Food, Bars",2,1,1,0,1,149,"3.89",11,1,"2",0
"2WB0mL1fc8wMbL_9q3XZQw","8SlHynYA-QN3UYRpKvNDgA","j3gN_e8tPwK0d_flbOfzCA","5.0",1,"2018-10-18 00:39:18",103,0,0,0,"BJ's Restaurant & Brewhouse","Reno","NV","39.4054981322","-119.7487956598",472,True,"Food, American (Traditional), Breweries, Restaurants, American (New), Pizza",2,1,1,0,1,10,"4.23",1,0,"4",0
"nDbI8yxEdt9h27ryuBGSNw","mhrW9O0O5hXGXGnEYBVoag","PI0Gj2vRfojrMP18hfF_vQ","5.0",1,"2016-04-21 19:40:53",155,0,0,0,"Jacques-Imo's Cafe","New Orleans","LA","29.9490417","-90.1322295",2406,True,"Seafood, Cajun/Creole, Restaurants, Vegetarian",2,1,1,0,0,4,"5.0",0,0,"4",0
"2I_Y9_GO4Kw4AWeSPHkt5w","LgWlFdHfW2ZD8M-2vaMULg","c6sKPq8B0R6e3JOKmF9EYQ","5.0",1,"2013-01-22 03:44:11",283,0,0,0,"Kababeque Indian Grill","Tucson","AZ","32.23188","-110.958347",229,True,"Indian, Kebab, Restaurants, Pakistani",1,1,0,1,1,2,"3.0",1,0,"2",0
"_qnZzjRPf2UTDAYzyJzmhA","Z8lCSEF9G7SX4tWgxvpJaQ","15xtkSzbANiwIUwQwo5F5g","4.0",1,"2018-12-08 21:54:18",179,0,0,0,"El Tenampa","Boise","ID","43.588033","-116.2796048",81,True,"Mexican, Diners, Restaurants, Cocktail Bars, Bars, Nightlife, Seafood",2,0,0,0,1,4,"4.75",0,0,"6",1
"vyO2xhQnBdwBFXDO90Bl9w","xlMQBBt9wrtahdqiRDcVSg","ZCdTeYQp6YJob2nJu5XlDw","5.0",1,"2019-01-17 04:40:58",388,0,0,0,"The Stillery","Nashville","TN","36.1622491","-86.7757119",2588,True,"American (New), Restaurants, Pubs, Beer, Wine & Spirits, Pizza, Nightlife, Food, Bars",2,1,1,0,1,8,"5.0",0,0,"4",0
"gNfgyKueQ00HkkFncPUiGQ","SVf23pjKERkedqCdWl6ECA","hAh8miQTDg91tUZoqnA-5g","5.0",1,"2019-01-12 20:15:33",180,0,0,0,"Teresa's Mesa","Philadelphia","PA","39.9394833","-75.145839",69,True,"Restaurants, Mexican",2,0,0,0,1,46,"4.33",1,0,"6",1
"vPQD6sb6GI3FB1Vi2iPSkQ","-jkc-0YYvwkBaNnNyiUHNg","WFD7m1LrUxRB4HgxjtilRQ","5.0",1,"2019-02-01 03:43:59",261,0,0,0,"Hidden Pizza","Reno","NV","39.5287886","-119.8143539",115,True,"Restaurants, Pizza, Italian",1,1,0,0,0,3,"5.0",0,0,"5",0
"X-RC1hLqVJ8jxjim1eBpiw","Sv1MEZP-mMfp8SmE0hwYEA","G5zAoP6xTP4zR9qYiRR-UQ","5.0",1,"2019-01-26 14:20:23",91,0,0,0,"Terakawa Ramen","Philadelphia","PA","39.955402","-75.154484",1693,True,"Japanese, Ramen, Ethnic Food, Restaurants, Local Flavor, Food, Specialty Food",2,1,0,0,0,15,"4.2",0,0,"6",1
"2-EzSScfNIKf7LCvQMnlaA","WYHGfjXEnShYBljWV8xNsA","ARVgJpp1TdkKNbUaBOUl2g","5.0",1,"2018-12-09 00:55:53",272,0,0,0,"Ten55 Brewing Company","Tucson","AZ","32.2218876","-110.9693205",121,True,"Breweries, Restaurants, Salad, Breakfast & Brunch, Beer Bar, Bars, Brewpubs, Nightlife, Food",2,1,0,1,1,2,"5.0",0,0,"0",1
"qf8IXlqGs4PYGB4Fmj8Mmg","jR3sTUWCPuOCWpdm8Pn-wQ","_zeFvWwwj2v_-9JDv8mM_g","4.0",1,"2019-08-31 18:07:42",165,0,0,0,"Sun Sushi","Santa Barbara","CA","34.4401926268","-119.7415157408",270,True,"Restaurants, Japanese, Sushi Bars",2,0,1,1,0,7,"4.14",1,0,"6",1
"a77E1Am_bRqJKo47EFyDjw","z_7TZeTXsDH6MmkPHQN8nQ","asYzcjfYiO0ZabvaYqj8GA","1.0",0,"2014-09-08 03:51:45",310,3,5,0,"Ella's Americana Folk Art Cafe","Tampa","FL","27.9936015","-82.4508818",961,True,"American (New), Cafes, Restaurants, Food",2,1,1,1,1,7,"3.5",0,0,"1",0
"Rk47FOCzkK3A6yACLiMtYA","CqL9aYc4_6YFiYVrq415Jg","aNZRNgauppHv1o8agezyEw","2.0",0,"2015-02-08 18:24:22",2369,6,3,2,"Lourdas Greek Taverna","Bryn Mawr","PA","40.0218896","-75.3163235",70,True,"Mediterranean, Restaurants",3,1,1,0,0,90,"3.39",8,0,"0",1
"mvuVF6LELIzkI2jZ1oJ0Og","0aUlooXPSltR7-s7Wfsa6A","PDd9t_eiWiVG2AmxoSyUmg","4.0",1,"2018-10-26 23:50:10",128,1,0,0,"Willie's Chicken Shack","New Orleans","LA","29.955379","-90.068882",424,True,"Cajun/Creole, Soul Food, Fast Food, Restaurants, Chicken Wings, American (Traditional)",1,0,0,0,1,403,"3.16",13,0,"5",0
"T55aoM4eQ5jthtFnfovHsw","joxy9N8aJv3_6h0aaYuTzA","UiW83kk6t9kgKBPdQC3uZg","3.0",0,"2016-04-23 03:15:31",228,1,0,0,"Saint Lawrence","New Orleans","LA","29.9527845","-90.065499",529,False,"Local Flavor, American (New), Southern, Restaurants, Bars, Nightlife",2,1,0,0,1,443,"3.95",31,1,"6",1
"s7lLsgN56bobJmFPQyqNdw","saB1o6fF4ozyp0O7LyueOA","iRw-qI0n-KMFglSxgv4U9Q","3.0",0,"2017-05-08 16:40:26",864,1,0,0,"Repeal Restaurant","Indianapolis","IN","39.75808565","-86.1457068779",349,False,"Restaurants, Bars, American (New), Southern, Nightlife, Barbeque",2,1,1,1,1,76,"4.23",3,1,"1",0
"foPsIunmrLURs3BQP44hhw","XeLAOIv2Ky1wyzIjoTa3Mg","fjlaUn1jrVBMgAtkeCUbYA","5.0",1,"2018-03-16 15:57:00",470,2,1,2,"Coffee Science","New Orleans","LA","29.9624027643","-90.0897871674",90,True,"Coffee & Tea, Food, Beer, Wine & Spirits, Restaurants, Breakfast & Brunch, Bakeries",2,1,0,1,0,9,"4.67",0,0,"5",0
"SpnII1zPrisv7LA7NM0Wsw","FgfP6qXJdYWRexe4ciWHgw","KN-buQnAME-90bszLThpJQ","3.0",0,"2017-10-10 01:28:49",1016,2,0,0,"Applebee's Grill + Bar","Jenkintown","PA","40.091396","-75.125576",83,True,"American (Traditional), Nightlife, Steakhouses, Sports Bars, Bars, Burgers, Restaurants",2,1,0,0,1,111,"4.03",4,1,"2",0
"Q8qWIrYhc3Pix_NTUxD27g","E_h2yNoagLK-3ODYwMPErw","bNlZSCkGVSlyGaOWV0PRxw","5.0",1,"2015-04-04 18:29:25",710,0,0,0,"V Street","Philadelphia","PA","39.9508935069","-75.1722220268",739,False,"American (New), Breakfast & Brunch, Vegetarian, Vegan, Bars, Wine Bars, Restaurants, Nightlife",2,1,1,0,1,8,"3.88",1,0,"6",1
"NOE7I_QJTsWS5gbzYRpL9Q","AhVvuzwWQU__CligbY4r0Q","jX_n0oc5H8dAtSlptugHuw","4.0",1,"2015-11-09 21:03:24",1742,2,0,0,"Juan's Flying Burrito","New Orleans","LA","29.930506","-90.0750713",794,True,"Restaurants, Mexican, Mass Media, Cajun/Creole",2,1,0,1,1,14,"4.33",0,0,"1",0
"l6_KGJr5P_BC4aA1YmIl0g","mhrW9O0O5hXGXGnEYBVoag","SKJpOreXKa1PRpvSKjzMng","4.0",1,"2016-09-22 22:53:12",1187,0,0,0,"Jacques-Imo's Cafe","New Orleans","LA","29.9490417","-90.1322295",2406,True,"Seafood, Cajun/Creole, Restaurants, Vegetarian",2,1,1,0,0,351,"3.74",28,1,"4",0
"FOM3XbpsYt3oPBzjeVC0nQ","maOMGu_2dSHKydBgZdTsvQ","TwxBPaRbtfKz6Ui0arGDSQ","1.0",0,"2013-12-11 12:34:12",296,1,0,0,"Wildhorse Saloon","Nashville","TN","36.1627656","-86.7751783",559,True,"Tours, Local Flavor, Hotels & Travel, Arts & Entertainment, Event Planning & Services, American (Traditional), Nightlife, Restaurants, Music Venues, Barbeque, Bars, Venues & Event Spaces",2,1,0,0,1,55,"2.27",0,0,"3",0
"yK-fFiR9Rj1melk4MJWJiw","xlMQBBt9wrtahdqiRDcVSg","B5gU7oSjGJJWGbObDJMPdQ","4.0",1,"2018-03-19 17:30:25",233,0,0,1,"The Stillery","Nashville","TN","36.1622491","-86.7757119",2588,True,"American (New), Restaurants, Pubs, Beer, Wine & Spirits, Pizza, Nightlife, Food, Bars",2,1,1,0,1,24,"4.17",0,0,"1",0
"_A4rP1eGuYKNPKEDiVpuuQ","9llupBLdHKFzfawIk6I74w","lYQk0R6sPfo3WeX-l_5BuA","2.0",0,"2013-02-04 17:39:48",1535,9,4,0,"Seoul Garden Korean Restaurant","Saint Ann","MO","38.7319808266","-90.3898665047",290,False,"Barbeque, Korean, Restaurants, Asian Fusion",2,1,1,0,1,1396,"3.35",53,1,"1",0
"hrY_Pfj0HKXJNnYzPjLmXQ","m6RGfATGF1aL_g7oYJ-mbg","rxIrpsKjhE-rHmhNNYZ6EQ","3.0",0,"2019-07-31 17:36:27",916,0,0,0,"honeygrow","Philadelphia","PA","39.9537318071","-75.1978196153",163,True,"Vegetarian, Restaurants, American (New), Salad, Noodles, Vegan",2,1,0,1,0,7,"4.57",0,0,"3",0
"3_kL2WsWfKSR7yzYpWzwRQ","YqWVZVsuE5B4a-Tp8ESvug","Wr6T7e4dVGvS8vQSNLxWHw","4.0",1,"2015-01-14 19:04:29",203,1,0,0,"Smitty's Food & Drink","Chesterfield","MO","38.6151614","-90.5385226",51,True,"Bars, American (Traditional), Restaurants, Nightlife, Pizza, Pubs, Food",1,1,0,1,1,24,"4.04",0,0,"3",0
"54I7CRkJbrZA6CNv8sT7fw","QQq1LwR-X1ZdpDdYIzNh2w","j9ZxT4C2dl7_WL6oRfMX9Q","1.0",0,"2020-01-03 14:42:04",204,0,0,0,"Tastee Donuts","Metairie","LA","29.982457","-90.180423",46,True,"Donuts, Food, Bakeries, Restaurants, Coffee & Tea, Desserts",1,1,0,0,0,3,"3.67",0,0,"5",0
"XSQ6LyFydSSHYybnIiJZ6A","lQ58_4SzdETRSw0h8tilhA","UlWDGR0QrBbdFsVY6ugocw","3.0",0,"2010-12-28 19:57:20",923,6,7,4,"Uncle Bill's Pancake & Dinner House","Saint Louis","MO","38.5968992","-90.271211",361,True,"American (Traditional), Food, Cafes, Restaurants, Event Planning & Services, Breakfast & Brunch, American (New), Coffee & Tea, Party & Event Planning, Diners",2,1,0,0,1,885,"4.24",713,1,"2",0
"PvfaTdB4Xicl2qATlyWemQ","tc6jKQiRjFO2M7BylwHVrg","7SVYq6eW0w3cKp2XM_WHsA","5.0",1,"2019-11-26 18:26:26",1060,3,1,4,"Kwok's Bistro","Reno","NV","39.52747","-119.81646",564,True,"Noodles, Restaurants, Chinese, Asian Fusion",2,1,1,1,0,107,"4.33",12,1,"2",0
"-MjW6NwP90ijrnQ0G0JqhA","5cvVmZYhYr1P0ot0ed2lJQ","eisvzbgSDTEql43LAqfBmg","5.0",1,"2020-06-28 16:17:46",261,0,0,0,"Riverfront Bakery","Wilmington","DE","39.7369486","-75.5598428",32,True,"Coffee & Tea, Food, Breakfast & Brunch, Bakeries, Restaurants",NULL,0,0,1,0,5,"5.0",1,0,"0",1
"NI4qSDh9YM3FPglMEouqvw","mqpXIXRuaWdKhWmeNRCh9Q","47oIw-CN1guUKx2_vUdsgw","4.0",1,"2011-08-22 18:21:29",767,3,0,1,"Frailey's Southtown","Saint Louis","MO","38.4879379","-90.3580297",73,True,"Salad, Restaurants, American (Traditional), Chicken Wings, Burgers",2,1,1,1,1,706,"3.82",73,1,"1",0
"46SnthRbFIW8fIcN7Y3oHA","HuawlT4tXzCXL8ftyvCZ0Q","0RXq9S1QWVaJxqGTCg3ssA","4.0",1,"2016-03-27 17:53:24",272,0,0,0,"Topgolf","Tampa","FL","27.9298601275","-82.3342503906",734,True,"Golf, Sports Bars, Nightlife, Active Life, Bars, Restaurants, American (New)",2,1,1,0,1,16,"3.12",0,0,"0",1
"LqSVTbQk_YrieL6mivEivA","JWqbjm0wtbbciu_Gb6Eqyw","kqbap7-0wyMqvhoJq5Ar7w","3.0",0,"2018-11-13 22:11:48",87,0,0,0,"Mcnamara's Irish Pub and Restaurant","Nashville","TN","36.16886","-86.66446",724,True,"Restaurants, Irish, Irish Pub, Sandwiches, Bars, Nightlife",2,1,0,1,1,38,"3.69",0,0,"2",0
"ZeBaoiBEvygPaHI_ixK11w","c1YPgAj2U6nY-Q9TJzTJ_A","QnAU-AHDjgaGVmCVQ0z8-Q","4.0",1,"2012-06-22 15:00:47",578,0,0,0,"Penn Station","Collinsville","IL","38.6775041","-90.0145465",12,True,"Cheesesteaks, Restaurants, Sandwiches",2,0,0,0,1,78,"2.85",3,0,"5",0
"XKu5wBs3ZPsrFRV8wt2gzw","9iDHCh_a3q9KStftkzHlZA","t5ZOZ0DcsLNQA8x9kHYHkw","3.0",0,"2016-05-18 01:02:01",482,1,1,0,"Burger Monger","Tampa","FL","28.0455405567","-82.5051712653",242,True,"Specialty Food, Food, Burgers, Restaurants, Hot Dogs, Chicken Shop",2,1,0,1,1,21,"4.43",0,0,"3",0
